Date,NVDA_Close,NVDA_High,NVDA_Low,NVDA_Open,NVDA_Volume
2015-01-02,0.4830114543437958,0.4866106706596851,0.47533316434163364,0.4830114543437958,113680000
2015-01-05,0.4748532176017761,0.4844510788762667,0.4726937166923893,0.4830113925341437,197952000
2015-01-06,0.460456520318985,0.47605300016081925,0.45997663435230407,0.47557311419413834,197764000
2015-01-07,0.459256649017334,0.4678947081603839,0.457816962958895,0.4638156071960708,321808000
2015-01-08,0.47653281688690186,0.4794121894762137,0.46429556919371645,0.46453552644409135,283780000
2015-01-09,0.4784524738788605,0.48205169025342115,0.47173398431935015,0.47821254518975764,209540000
2015-01-12,0.4724538326263428,0.47989216553999053,0.46813480153466996,0.47965220824453014,190732000
2015-01-13,0.471733957529068,0.4856508218397424,0.46837472724198803,0.47605298832945664,236720000
2015-01-14,0.47365355491638184,0.4750932414603252,0.4654954074441737,0.4666951366961926,155260000
2015-01-15,0.4702942967414856,0.47989213019211185,0.47005433946369996,0.477012785877684,188932000
2015-01-16,0.47893232107162476,0.47941220698610504,0.46813473067493105,0.4695744170221696,181512000
2015-01-20,0.4803720712661743,0.4849310023615734,0.4743733964245817,0.4822916151792262,140308000
2015-01-21,0.48709049820899963,0.488290255976711,0.47437336335077424,0.4777326221720071,144780000
2015-01-22,0.49548885226249695,0.4969285393437246,0.4830116405020235,0.48805048807869567,159712000
2015-01-23,0.49692806601524353,0.49788783741932946,0.49188916603054456,0.4959682374035874,120416000
2015-01-26,0.49476900696754456,0.4971684663585412,0.49164970403848657,0.49476900696754456,133240000
2015-01-27,0.4710140526294708,0.4875703294240002,0.47005425230010695,0.48709041495742095,357948000
2015-01-28,0.4633358418941498,0.4786923922979213,0.4630958846207317,0.47677281992197496,272728000
2015-01-29,0.4746133089065552,0.4772526958397133,0.46141625982556944,0.46357578942957023,235340000
2015-01-30,0.46069633960723877,0.4767727302021865,0.4599765251300391,0.47125397138629355,298200000
2015-02-02,0.47077420353889465,0.4726937760347776,0.4544578802295917,0.4635758281321847,259604000
2015-02-03,0.48253151774406433,0.48301143230014815,0.47173395510057875,0.4741334134657978,183468000
2015-02-04,0.48373129963874817,0.4892500598745567,0.4796521973315409,0.481091912467745,181516000
2015-02-05,0.49164941906929016,0.4918893477070354,0.4837312019477856,0.48421105922327606,140448000
2015-02-06,0.48949000239372253,0.49692836395214346,0.48733047253409023,0.49116961765979067,210524000
2015-02-09,0.48901012539863586,0.490449754706391,0.48349136522816766,0.4866106669422411,273944000
2015-02-10,0.5026868581771851,0.5029267867771599,0.48733028362715025,0.48948981264967056,226204000
2015-02-11,0.4993276000022888,0.503886529175451,0.4959683137594602,0.503886529175451,320832000
2015-02-12,0.5350797772407532,0.5398786943920743,0.5247620996446521,0.5278814015137714,676904000
2015-02-13,0.5353195071220398,0.5360393501481537,0.525721676383966,0.533879821069812,310084000
2015-02-17,0.5369991660118103,0.539638609727494,0.5310005499102142,0.534359779503715,203340000
2015-02-18,0.5307607650756836,0.5372393552977757,0.5298009930008734,0.5362795260153553,170948000
2015-02-19,0.5322002172470093,0.5384388187952919,0.5298007595136378,0.5374790471434603,169432000
2015-02-20,0.5360394716262817,0.5362794002868315,0.5278813250916236,0.5317204696984029,157752000
2015-02-23,0.5317205190658569,0.5357995927119066,0.5290810747243644,0.5357995927119066,125008000
2015-02-24,0.5373808741569519,0.5373808741569519,0.5289504622125718,0.5337678568744674,149356000
2015-02-25,0.5332859754562378,0.5376216641413373,0.530877278662692,0.53521290991993,123820000
2015-02-26,0.534731388092041,0.5378627007384933,0.5303956979225466,0.533767920530336,152864000
2015-02-27,0.5313591957092285,0.5344905081953735,0.5294322032565896,0.5332861307339893,157492000
2015-03-02,0.5443660616874695,0.5472565211798736,0.5291912642080857,0.5299138790811867,301512000
2015-03-03,0.5342494249343872,0.5429207445885672,0.5325633429777217,0.5402711954320726,160344000
2015-03-04,0.5402712821960449,0.541475602032272,0.530154731403541,0.5323225760221922,226840000
2015-03-05,0.5506287217140198,0.5515921891319931,0.538826087917197,0.5402713177580932,323056000
2015-03-06,0.543161928653717,0.5501471124495717,0.5426801660966736,0.547497561955554,257392000
2015-03-09,0.5446071028709412,0.5487019410466297,0.5421984049353007,0.5434027826170653,222388000
2015-03-10,0.5540009140968323,0.5576139888797653,0.546052207002255,0.547015674468412,527212000
2015-03-11,0.551110565662384,0.5612270611894397,0.5496653356076957,0.5540009683438795,262120000
2015-03-12,0.5460522174835205,0.5499061448499987,0.5356948128108066,0.545811364969327,406972000
2015-03-13,0.5467747449874878,0.5482199746972111,0.5359355795924304,0.5434025806167117,359288000
2015-03-16,0.5532784461975098,0.5566506693671841,0.5474975824361821,0.5511106581794436,236956000
2015-03-17,0.5600226521492004,0.560263504644101,0.5482200184809952,0.5520739455387634,299900000
2015-03-18,0.5508694648742676,0.5629129487782095,0.5458112188629703,0.5600225470979802,413844000
2015-03-19,0.5593001246452332,0.5612270597613268,0.5487018666509563,0.552796646843566,310756000
2015-03-20,0.565321683883667,0.5686939055476716,0.558577355411388,0.5638765116595108,462084000
2015-03-23,0.5470156669616699,0.5556869888938366,0.5467748144554048,0.5484608968550101,426012000
2015-03-24,0.5395489931106567,0.5491837873295768,0.5371402945559267,0.5453298581564281,330480000
2015-03-25,0.5067905187606812,0.5393079675356334,0.5051043786279766,0.5393079675356334,542552000
2015-03-26,0.5051044821739197,0.5072723278507588,0.49282013819429143,0.4964332143223567,311920000
2015-03-27,0.5149797797203064,0.5169067138524054,0.4998049867895094,0.5079945429927074,318288000
2015-03-30,0.5171477794647217,0.5197973290514162,0.5106442455972313,0.5173886319468205,253252000
2015-03-31,0.5041407942771912,0.5161842804002544,0.5036590892889917,0.515702575412055,357276000
2015-04-01,0.5060675740242004,0.5077536556306843,0.49739625617096345,0.5060675740242004,330768000
2015-04-02,0.5072721838951111,0.5104034965081862,0.5029365511997121,0.508958266467093,192204000
2015-04-06,0.5219652056694031,0.5236512880031868,0.4998051679776066,0.5051042674758206,515864000
2015-04-07,0.5265418887138367,0.5323227521820809,0.5190748850322954,0.5219653454803613,413964000
2015-04-08,0.5303957462310791,0.5323227389578812,0.521965332513465,0.5270235807440334,366432000
2015-04-09,0.5426799654960632,0.5443660476806255,0.5260599386981201,0.5263007911736669,379432000
2015-04-10,0.5482199192047119,0.5484607716559968,0.5412346812666947,0.543161673160559,258728000
2015-04-13,0.543161928653717,0.5501471124495717,0.5407531732963882,0.5470157993985105,236724000
2015-04-14,0.5385853052139282,0.5431618478272078,0.5332861475865582,0.5409940027849365,220276000
2015-04-15,0.5450887680053711,0.54918354802131,0.537380913017793,0.5400305204729546,243560000
2015-04-16,0.5417163968086243,0.54653378998541,0.5378624707816243,0.5419572492391066,155284000
2015-04-17,0.534731388092041,0.5400305458232405,0.5301548453890905,0.5303956979225466,293636000
2015-04-20,0.5320819020271301,0.5405123159923042,0.5311183769214919,0.5371401504062346,231624000
2015-04-21,0.5313591957092285,0.5385852881938987,0.5287095882653348,0.5385852881938987,230456000
2015-04-22,0.5373808741569519,0.5381034890990236,0.5263008549490173,0.5344904718165391,207420000
2015-04-23,0.5352129340171814,0.5402712377108742,0.5214833674186006,0.5275051383875182,259380000
2015-04-24,0.5306365489959717,0.5352130337631611,0.5246147769047952,0.534972181256434,240960000
2015-04-27,0.534731388092041,0.5441253260313978,0.5277461477708874,0.5323226904738378,248456000
2015-04-28,0.5373808741569519,0.5393078664784346,0.5287095522799651,0.5337678568744674,234484000
2015-04-29,0.5332859754562378,0.5388259838241795,0.5311181311136881,0.5335268279072339,195156000
2015-04-30,0.534731388092041,0.5373809382437001,0.5294322303608415,0.5306366078838837,218844000
