Date,EC_Close,EC_High,EC_Low,EC_Open,EC_Volume
2015-03-13,5.648670673370361,5.716726978742269,5.4885384147220035,5.716726978742269,917400
2015-03-16,5.648670673370361,5.688703928925161,5.364435627930461,5.59662759386329,1432500
2015-03-17,5.772773742675781,5.8288202268382765,5.396462343757699,5.592624847433713,1441700
2015-03-18,5.956925868988037,5.984948919371953,5.632657561434521,5.668687415805515,833000
2015-03-19,5.772773742675781,5.952922637917849,5.684700805216271,5.840830051378298,1622500
2015-03-20,6.053006172180176,6.06501599825245,5.820814165260265,5.93691016872022,1486500
2015-03-23,6.225147724151611,6.329233885775393,6.0730218837288765,6.125064964540767,1535900
2015-03-24,6.165097236633301,6.325229865427847,6.141077590474624,6.221143713979201,1307000
2015-03-25,6.201128005981445,6.289200945771893,6.149084922550064,6.241161264554953,807200
2015-03-26,6.237157344818115,6.377273356413947,6.13707458847407,6.293203825813531,1657800
2015-03-27,6.165097236633301,6.317223062184693,6.129067767395285,6.225147115600778,1445600
2015-03-30,6.173105239868164,6.237158151123089,6.057009242772245,6.201128293095827,469600
2015-03-31,6.093039035797119,6.161095348725799,6.065015601082952,6.109052263440017,691200
2015-04-01,6.225147724151611,6.261177578697184,6.089035109995194,6.097041532235639,1483700
2015-04-02,6.213138103485107,6.26518080421686,6.101045134162485,6.225147928132016,634800
2015-04-06,6.541409969329834,6.6094662841077705,6.245165058993802,6.245165058993802,1225400
2015-04-07,6.6094651222229,6.629481367462639,6.41330301730438,6.545412221170764,1290900
2015-04-08,6.4653472900390625,6.725562359479019,6.437324234439974,6.653503400897505,1012600
2015-04-09,6.501376628875732,6.6094662034219285,6.425313510094601,6.545413291891799,1357800
2015-04-10,6.433318614959717,6.565427805527854,6.417305773093957,6.517388516359841,610300
2015-04-13,6.373269557952881,6.485362512968692,6.349249529939381,6.485362512968692,572200
2015-04-14,6.433318614959717,6.481358667698464,6.365262318996086,6.445328819037087,885900
2015-04-15,6.637489318847656,6.717555840794616,6.445330582460084,6.485363843433564,1461400
2015-04-16,6.709548473358154,6.78961422502147,6.59345210262566,6.641492164480353,790500
2015-04-17,6.6094651222229,6.705544473801106,6.585445475221052,6.637488170986859,584000
2015-04-20,6.513385772705078,6.70954787768565,6.497372165651573,6.609465124313676,500600
2015-04-21,6.429316520690918,6.60946580062244,6.393287046490058,6.53740608864983,544600
2015-04-22,6.461343288421631,6.525396199160139,6.373270727048915,6.4573398860541085,443000
2015-04-23,6.6174726486206055,6.633485493847431,6.497372873350391,6.497372873350391,516300
2015-04-24,6.721558570861816,6.741574817560771,6.585445955310497,6.605462202009452,513600
2015-04-27,6.9097137451171875,6.949747001269879,6.725561072243149,6.749581484077274,982400
2015-04-28,6.841657638549805,6.993783100088063,6.769597928084519,6.925726791712056,549800
2015-04-29,6.901707172393799,6.957753274742715,6.757587750844157,6.809631214657473,504500
2015-04-30,6.853667736053467,6.921724043349455,6.793617469238113,6.917720641323707,732200
2015-05-01,6.729564189910889,6.901706649595343,6.657504484594529,6.865676796937163,325800
2015-05-04,6.79762077331543,6.8216411851237995,6.689531210890312,6.725561065032018,653900
2015-05-05,6.925726890563965,7.0498300663903555,6.885694396241526,6.885694396241526,975400
2015-05-06,6.997786521911621,7.173932396482301,6.981773677080218,7.021806934515038,1194100
2015-05-07,6.765594005584717,6.97376631678937,6.7135513095689605,6.921723620773614,798100
2015-05-08,6.613468647003174,6.813634157407114,6.545412342923002,6.801623951897381,672600
2015-05-11,6.365264415740967,6.653503299979084,6.365264415740967,6.653503299979084,562900
2015-05-12,6.389283657073975,6.465346389586029,6.257174439384051,6.381276852711945,548500
2015-05-13,6.525394916534424,6.853666974008075,6.481359026289184,6.481359026289184,993900
2015-05-14,6.6094651222229,6.689530866752666,6.437322664306229,6.565428466410502,1431500
2015-05-15,6.529399394989014,6.589448901460506,6.445330238643105,6.549416406193446,694700
2015-05-18,6.353254318237305,6.529399828902148,6.301211231003596,6.493369969910697,512400
2015-05-19,6.0209784507751465,6.277190437836896,6.016975048996351,6.265180232500511,661100
2015-05-20,6.089035511016846,6.1330717907030765,5.924899835530814,6.032989024500817,456000
2015-05-21,6.237157344818115,6.237157344818115,6.101044735104546,6.10905153886907,708200
2015-05-22,6.229151725769043,6.265181201997305,6.113055728716734,6.177108639947599,688300
2015-05-26,5.976942539215088,6.157091430551885,5.92890286031097,6.145081606272214,1208000
2015-05-27,5.712724208831787,5.952922607324987,5.692707580177662,5.936909380758774,2788000
2015-05-28,5.78078031539917,5.796793542463997,5.6446680762408565,5.712724386712737,580100
2015-05-29,5.804800510406494,5.900879875501953,5.728737775152287,5.74875402320808,1374000
2015-06-01,5.644667148590088,5.828819420464549,5.596627093505111,5.828819420464549,740200
2015-06-02,5.70471715927124,5.756760238819194,5.668687305600702,5.668687305600702,550900
2015-06-03,5.648670673370361,5.76877005824934,5.624651025465818,5.732740204607104,578200
2015-06-04,5.540581703186035,5.664684112872544,5.516561672590182,5.604634609061064,684800
2015-06-05,5.544583320617676,5.624649427190629,5.468520233034387,5.516559896978159,686400
2015-06-08,5.632658004760742,5.680697687107955,5.552591867515388,5.552591867515388,410800
2015-06-09,5.752756595611572,5.816809496434615,5.672690469582768,5.676693871330559,669700
2015-06-10,5.836826324462891,5.94891890476473,5.7887866471906735,5.816809696819779,771300
2015-06-11,5.764767646789551,5.868853823686885,5.652675046476913,5.868853823686885,1493900
2015-06-12,5.688703536987305,5.744750014545474,5.660680489100916,5.740746612908734,615700
2015-06-15,5.796793460845947,5.892873203667574,5.6286547699253475,5.632657790296107,554500
2015-06-16,5.572608470916748,5.7327407446500915,5.476529106676741,5.616644750747054,1322300
2015-06-17,5.643530368804932,5.7127230113089125,5.513793957899628,5.704073724785574,1119500
2015-06-18,5.682452201843262,5.777591893617358,5.647855875303455,5.656504750728035,966100
2015-06-19,5.557039737701416,5.7127231881547855,5.548390450910326,5.66082870467033,676000
2015-06-22,5.69974946975708,5.73002114761894,5.557039542093055,5.56568841615901,734000
2015-06-23,5.833810806274414,5.851108968888794,5.634881729998676,5.691100861600594,548900
2015-06-24,5.825161457061768,5.941923942100235,5.751644168829117,5.812187526841398,540000
2015-06-25,5.74731969833374,5.859757955768882,5.74731969833374,5.812187701704403,384100
2015-06-26,5.734346389770508,5.738671033465501,5.621908128225034,5.738671033465501,665000
2015-06-29,5.652180194854736,5.773267752051098,5.626233155756052,5.639206675305394,440400
2015-06-30,5.734346389770508,5.74299526473977,5.652179809248537,5.725697102380522,789900
2015-07-01,5.427303791046143,5.751644650123552,5.379733534432189,5.708399037278273,1240200
2015-07-02,5.500821113586426,5.613258965202349,5.457575500519795,5.457575500519795,708600
2015-07-06,5.280269622802734,5.431628867394878,5.1808048703054155,5.4143307033632695,1121000
2015-07-07,5.314865589141846,5.314865589141846,5.007822889162228,5.245672937724591,897800
2015-07-08,5.189453601837158,5.262970894190175,5.115936309484141,5.262970894190175,891200
2015-07-09,5.336488246917725,5.379733446636526,5.249997435059399,5.2932426347782,1117500
2015-07-10,5.262971878051758,5.410006490244488,5.2413490681844515,5.371085514967495,481500
2015-07-13,5.280269622802734,5.301892430947435,5.189454158531601,5.22837513070791,736500
2015-07-14,5.336488246917725,5.345137121893195,5.237023503965108,5.249997435059399,1257200
2015-07-15,5.202427387237549,5.314865653359506,5.159182185789615,5.306216778038215,993600
2015-07-16,5.176481246948242,5.254322788027961,5.107288582690353,5.245673911206131,554500
2015-07-17,5.098639011383057,5.189454481302685,5.051069160442599,5.189454481302685,669200
2015-07-20,4.999174118041992,5.206752076616099,4.990524830224366,5.077015646296911,543100
2015-07-21,5.072690486907959,5.159181706612123,5.02512064600723,5.033769932945927,608500
2015-07-22,4.951602935791016,5.025120218837662,4.91268197271683,5.025120218837662,412600
2015-07-23,4.981874942779541,5.012146619150176,4.899708374886876,4.938629337318069,597100
2015-07-24,4.821866989135742,4.981875499780625,4.765648273139189,4.947278764090947,607900
2015-07-27,4.696455478668213,4.817543029349545,4.696455478668213,4.756999254008879,757200
2015-07-28,4.795919418334961,4.81754222107314,4.705103976771137,4.744024939215727,1428900
2015-07-29,4.990524768829346,4.994849412684956,4.7829468128089285,4.7959203319550205,2323800
2015-07-30,4.934305191040039,5.051068090088512,4.813218060946611,4.994848962297103,969800
2015-07-31,4.882410526275635,5.00349765189406,4.830516043867738,4.947278526180334,1368900
2015-08-03,4.609964370727539,4.830516239194865,4.588341565744736,4.830516239194865,718100
2015-08-04,4.657534599304199,4.765648211220222,4.6099643461119015,4.640236025473763,532600
2015-08-05,4.480227470397949,4.769971953646668,4.480227470397949,4.687805798472261,719600
2015-08-06,4.614288806915283,4.63158696764028,4.385088074203903,4.389412305069639,902900
2015-08-07,4.411035537719727,4.726727517153878,4.393737375313795,4.601315736605695,621700
2015-08-10,4.601315498352051,4.614289016379557,4.402386434773919,4.411035309318689,909700
2015-08-11,4.432657718658447,4.519148518489601,4.372113952566307,4.519148518489601,842300
2015-08-12,4.519148826599121,4.532122344353145,4.419684503117116,4.43265802087114,1116500
2015-08-13,4.441307544708252,4.519149067807865,4.402386576948087,4.4888773872925,1060900
2015-08-14,4.398062229156494,4.4888776892319076,4.385088709837362,4.445632074940475,440400
2015-08-17,4.34616756439209,4.41103557079556,4.324544758117358,4.3807638894633705,449800
2015-08-18,4.328869342803955,4.372114542342762,4.294273018204622,4.328869342803955,741200
2015-08-19,4.151562690734863,4.328868940952169,4.129939886762359,4.3245442976735315,556000
2015-08-20,4.142913341522217,4.181834305599966,4.091018860225443,4.151562627948684,995800
2015-08-21,4.065072059631348,4.203457777510631,4.065072059631348,4.151563287963678,1459300
2015-08-24,3.8358712196350098,3.9180378024659133,3.745055761591804,3.8834410643545043,1841300
2015-08-25,3.8055996894836426,4.017502295892407,3.8055996894836426,4.000204132357421,685600
2015-08-26,3.8228981494903564,3.9310117830735867,3.7710036548608996,3.8791172884441303,760500
2015-08-27,4.147238731384277,4.147238731384277,3.892090509757311,3.9093886733038468,1274500
2015-08-28,4.359141826629639,4.506176439469339,4.099668931921838,4.1299410308375855,1303800
2015-08-31,4.5321221351623535,4.545096064738228,4.173184998643302,4.315894924612531,1220200
2015-09-01,4.212105751037598,4.441306879654989,4.173184789105563,4.406710148277116,1085700
2015-09-02,4.164535999298096,4.3331933669206215,4.03479959439005,4.272649601318023,1362200
2015-09-03,4.225080490112305,4.350492273484831,4.155887426509589,4.1775102331091425,660900
2015-09-04,4.168861389160156,4.225080521771965,4.11696690038481,4.138589294725652,676900
2015-09-08,4.095343112945557,4.268324700774251,4.017501192212325,4.181833906859904,663700
2015-09-09,3.9958794116973877,4.177510331540064,3.9569584413852796,4.099668390915848,709700
2015-09-10,4.086694717407227,4.086694717407227,3.85749396051017,4.00452854839834,1216600
2015-09-11,4.008853435516357,4.086694965508196,3.9829059839052436,4.0131776671009165,966100
2015-09-14,4.008853435516357,4.047773994301901,3.952634300709571,4.000204147505736,780200
2015-09-15,3.9829061031341553,4.086695087844047,3.943985130762755,3.995879623117701,903700
2015-09-16,4.168861389160156,4.177510264412346,3.995879347488267,4.047773836263613,1335700
2015-09-17,4.1731858253479,4.255352412589542,4.086695006478348,4.15588766157399,1373600
2015-09-18,4.060747146606445,4.116966270618497,3.9958787362445367,4.069396020535629,1186700
2015-09-21,4.091019630432129,4.168861573242748,4.060747947081667,4.134265245864863,854600
2015-09-22,3.95263409614563,4.047773784814117,3.9093884831721497,4.013177459403625,855500
2015-09-23,3.7796518802642822,4.013177272096108,3.7710030055256945,3.9915544666185716,903900
2015-09-24,3.8099238872528076,3.8401955667884144,3.675862826242388,3.75802899030505,679100
2015-09-25,3.81424880027771,3.9050642675424543,3.7926264038410182,3.874792582594465,730100
2015-09-28,3.5807230472564697,3.7666786091798667,3.5763988158137017,3.7666786091798667,708900
2015-09-29,3.662889242172241,3.6715381165604564,3.563424505973253,3.5936965973837425,678200
2015-09-30,3.719109296798706,3.74073169437271,3.662890155780542,3.7018111312870245,842800
2015-10-01,3.706134557723999,3.939659947579243,3.706134557723999,3.8142481717758843,1207100
2015-10-02,3.870467185974121,3.8791164728041183,3.671538125511841,3.671538125511841,900200
2015-10-05,4.065072059631348,4.065072059631348,3.909388590990488,3.9353360419743355,1383000
2015-10-06,4.289949417114258,4.298598294155674,4.078046774339298,4.078046774339298,1031600
2015-10-07,4.449955940246582,4.510499707177117,4.320219532492961,4.350491622168564,1777400
2015-10-08,4.596990585327148,4.601315228556311,4.406710407450766,4.428333211175902,1178900
2015-10-09,4.558070182800293,4.653210283462667,4.540772020172655,4.6359121208350285,1082100
2015-10-12,4.432657718658447,4.575367641485017,4.337517632633846,4.571042998388293,581400
2015-10-13,4.424009323120117,4.510500552784616,4.333194274329741,4.376439476741242,886700
2015-10-14,4.411035537719727,4.45860579365158,4.346167531802665,4.419684825133054,829700
2015-10-15,4.428335189819336,4.428335189819336,4.315896890146133,4.37644068514421,926800
2015-10-16,4.376439571380615,4.467255034555601,4.32454507991216,4.432658706909964,690400
2015-10-19,4.086694717407227,4.341842924340142,4.026151354691434,4.341842924340142,1150100
2015-10-20,4.12561559677124,4.1775100832967045,4.060747591719589,4.073721110245776,807800
2015-10-21,3.9872305393218994,4.091019518618858,3.913713242548034,4.091019518618858,701700
2015-10-22,4.1083173751831055,4.121290893521674,4.013177278385276,4.017501921971703,666500
2015-10-23,4.069396495819092,4.147238432376629,4.017502008920974,4.073721139499115,572300
2015-10-26,4.017502784729004,4.09534473631837,3.991555330058948,4.069397281648314,687100
2015-10-27,3.9223625659942627,3.978581705973838,3.853169905225798,3.948310019992832,982600
2015-10-28,4.021827220916748,4.099668756053185,3.913713588163184,3.9526345619417915,887100
2015-10-29,4.000203609466553,4.121290738383421,3.9742561613454472,3.987230091616348,459600
2015-10-30,4.03047513961792,4.1342645158454285,3.9742560144507184,4.039124426145496,869300
2015-11-02,4.194808483123779,4.216431290172917,4.01317756378421,4.017502207678185,547900
2015-11-03,4.363465309143066,4.372114183372427,4.199132574578334,4.225080022107791,791800
2015-11-04,4.289949417114258,4.398063060867297,4.251028439375832,4.372115604901406,991400
2015-11-05,4.259676933288574,4.315895654610262,4.1991331556227065,4.255352289365138,1378300
2015-11-06,4.20778226852417,4.242379009443454,4.138589611527137,4.203458036777431,592000
2015-11-09,4.134264945983887,4.2380539205891585,4.112642139835941,4.190483664579532,639800
2015-11-10,4.103992938995361,4.142913908398682,4.069396613397017,4.108317582800337,606700
2015-11-11,3.9829061031341553,4.116967184366672,3.943985130762755,4.099668607827592,984500
2015-11-12,3.8358712196350098,3.931011321494733,3.7883013749155148,3.9093885148328775,1287300
2015-11-13,3.771003246307373,3.8185730914587577,3.68451243129543,3.8055995723121505,838100
2015-11-16,3.965607166290283,3.9742560404537666,3.736406433278739,3.7537045940263893,608100
2015-11-17,3.7147841453552246,4.0175022067078086,3.697485982204241,3.9569584294689957,1184000
2015-11-18,3.775327682495117,3.840196106587729,3.645591659151413,3.7320824788541356,1083800
2015-11-19,3.701810359954834,3.853169173538786,3.6758629108834846,3.75802907683812,647100
2015-11-20,3.6758623123168945,3.7580284648918356,3.6672130265612983,3.7018097571630384,827500
2015-11-23,3.7493808269500732,3.7537054712528097,3.602346220023281,3.645591838209084,889200
2015-11-24,3.8012752532958984,3.8834414314736048,3.783977088815288,3.8055998975212444,1901200
2015-11-25,3.7623531818389893,3.792625270158897,3.6845116706093823,3.7753266983071483,964700
2015-11-27,3.649915933609009,3.7580295626100204,3.6326177694656776,3.7147843584620746,382800
2015-11-30,3.6282927989959717,3.697485441481121,3.589371834492905,3.64991519045707,1741700
2015-12-01,3.5807230472564697,3.6758631501499215,3.546126721189894,3.6585649871166335,863500
2015-12-02,3.446662187576294,3.56342489139104,3.412065861440128,3.524503921382668,1672600
2015-12-03,3.455310583114624,3.5072050620160686,3.425038906860612,3.481258028775675,769000
2015-12-04,3.239084005355835,3.4163904850686175,3.2261104862368315,3.407741403585826,1112300
2015-12-07,3.0444796085357666,3.182865120272982,2.9925851189632002,3.1396197122958434,901200
2015-12-08,2.9536640644073486,3.079075847068103,2.9363659017100288,2.9925850335815016,1618200
2015-12-09,3.074751138687134,3.1525928639690854,2.983935689419683,2.983935689419683,1074000
2015-12-10,3.0228564739227295,3.1309700852569105,3.014207393264409,3.0488039221080396,601700
2015-12-11,2.8801469802856445,2.9882606081487437,2.8671734604198855,2.9752870882829847,1479200
2015-12-14,2.8109540939331055,2.8801467441041426,2.7850068501189664,2.8801467441041426,1557700
2015-12-15,3.0271811485290527,3.0834002764922195,2.9060938118553366,2.9190675360815868,1569900
2015-12-16,3.009883165359497,3.1006986216927,2.9536640340655405,3.02718132787912,792200
2015-12-17,2.962313175201416,3.0098832261970756,2.9147431242057564,3.005558582374576,1194200
2015-12-18,2.9579882621765137,3.0531281426664267,2.9406901020874385,2.9666373422210515,1432900
2015-12-21,2.9752867221832275,3.0704266122635206,2.9493394794340566,2.9709620786198547,701200
2015-12-22,3.035829782485962,3.0920489021752235,2.9796106627967003,2.9796106627967003,475500
2015-12-23,3.2261106967926025,3.269356107029022,3.10934798604908,3.1352952321909315,760800
2015-12-24,3.2001638412475586,3.252058339865258,3.174216591938709,3.2261110905564085,315000
2015-12-28,3.122321605682373,3.195838908536221,3.053128947095405,3.1915144704797296,624600
2015-12-29,3.0790762901306152,3.1871899256510194,3.0531290423509656,3.1698917604645866,431100
2015-12-30,2.9536640644073486,3.0704267657194424,2.9536640644073486,3.0531286030221225,473400
2015-12-31,3.031506299972534,3.0444798201623,2.923392669409355,2.932041751605994,396400
2016-01-04,2.9925849437713623,3.0920494794011164,2.953663975765262,3.031505911777462,625900
2016-01-05,2.9493396282196045,3.001234116335871,2.867173252263666,2.9796113098489108,696700
2016-01-06,2.819603681564331,2.8714981785121063,2.7936564330904434,2.8714981785121063,685100
2016-01-07,2.6941916942596436,2.806629763332477,2.6941916942596436,2.7504108319012537,730900
2016-01-08,2.6682441234588623,2.7504104978294523,2.6466213173891,2.7071650919002894,608900
2016-01-11,2.542832374572754,2.6985158378410223,2.5255342119873907,2.6725685939629775,680400
2016-01-12,2.5125601291656494,2.6336474562312517,2.486612888982378,2.573103689593283,1223600
2016-01-13,2.525534152984619,2.6898666937063513,2.508235990803384,2.5514813962564715,1745400
2016-01-14,2.594726800918579,2.6682440932715963,2.5471567518295046,2.5471567518295046,2022000
2016-01-15,2.547156810760498,2.573104054624756,2.4779641604558105,2.4909378854931212,997700
2016-01-19,2.4001224040985107,2.581753109274245,2.3612014355985296,2.4909378597915586,1414000
2016-01-20,2.335254430770874,2.378499841186738,2.231465239562417,2.326605348687701,1654400
2016-01-21,2.4693150520324707,2.490937858120255,2.317956028049066,2.317956028049066,936300
2016-01-22,2.6682441234588623,2.6985158045040953,2.581753105390175,2.581753105390175,1239700
2016-01-25,2.4130959510803223,2.6379722710968667,2.4130959510803223,2.624998752251692,1213200
2016-01-26,2.5125601291656494,2.5255338523624524,2.4174202484936536,2.4347184086158347,1500600
2016-01-27,2.5341835021972656,2.57742891222581,2.4347189560264235,2.452017120037841,1407800
2016-01-28,2.6725687980651855,2.7893315075386553,2.624998950427743,2.7547351797258317,1387600
2016-01-29,2.7850067615509033,2.7850067615509033,2.6336477410100585,2.6985157453773083,3010700
2016-02-01,2.6336476802825928,2.7287875690483894,2.5687794712007372,2.7287875690483894,1383300
2016-02-02,2.521209478378296,2.590402126253677,2.5125603973938735,2.5558058023159864,973800
2016-02-03,2.6768932342529297,2.681217671788496,2.469315077286633,2.5731040526645996,1719800
2016-02-04,2.754734992980957,2.828252287704623,2.7158142299351784,2.7158142299351784,1041800
2016-02-05,2.728787899017334,2.7590597885721477,2.668244326118084,2.6855424898035842,858700
2016-02-08,2.7158138751983643,2.7417611159098034,2.6336475098403045,2.66824383078889,1000300
2016-02-09,2.5990512371063232,2.694191121479859,2.5817528701007926,2.655270156585514,1977500
2016-02-10,2.607701063156128,2.672569081581427,2.547157276850593,2.581753608333526,950700
2016-02-11,2.5817534923553467,2.6033763016660356,2.4995873118796705,2.521209914979967,1263000
2016-02-12,2.707165479660034,2.711489917767179,2.612025366778159,2.6379726140522,1706800
2016-02-16,2.586077928543091,2.797980535405654,2.586077928543091,2.7633842082615927,2514100
2016-02-17,2.9796109199523926,2.9882600001733297,2.6595947455673823,2.6595947455673823,2358800
2016-02-18,3.0185325145721436,3.105023334847983,3.005558788425577,3.0185325145721436,2202600
2016-02-19,2.9363653659820557,3.009882647137919,2.8887953241382043,2.9493390887432254,1696600
2016-02-22,3.061777353286743,3.1093473986655886,3.0271810316331615,3.0315056749450306,1033400
2016-02-23,2.988260507583618,3.0444796416709563,2.9623132625149333,3.0142077526523035,1444000
2016-02-24,2.9579882621765137,2.988259939227228,2.87582189864824,2.893120058737315,1354600
2016-02-25,3.0271811485290527,3.0920493572396026,2.9536638590711197,2.9536638590711197,1676900
2016-02-26,3.009883165359497,3.165566834246468,3.009883165359497,3.1439440279917577,2222500
2016-02-29,3.0185325145721436,3.0877251707928153,2.962313378287657,3.022856952480745,1895700
2016-03-01,3.148268461227417,3.165566622590451,3.018532044794313,3.0315057689217633,2538100
2016-03-02,3.390443801879883,3.407741967709033,3.1179973807551633,3.1352955465843135,2063300
2016-03-03,3.5807230472564697,3.602345854153264,3.3601713654768663,3.3861186100267977,1795000
2016-03-04,3.771003246307373,3.814248447602976,3.5980212038627486,3.619644010720919,3226000
2016-03-07,3.9872305393218994,4.004528702538059,3.632617574759508,3.740731197965693,3295100
2016-03-08,3.5936970710754395,3.9180379455890053,3.5591003317002365,3.8920904941627903,2199100
2016-03-09,3.6282927989959717,3.7364064059841877,3.6196435124749877,3.6715379943388493,959100
2016-03-10,3.5936970710754395,3.641266917532626,3.528828648720277,3.615319466106411,2738800
2016-03-11,3.710458993911743,3.766678119567459,3.623968189987829,3.632617064169878,1221000
2016-03-14,3.6412665843963623,3.6974857136590984,3.589372098712462,3.6153191353440564,1103200
2016-03-15,3.524503469467163,3.5980207561852384,3.450986388959431,3.550450916952649,1710800
2016-03-16,3.6758623123168945,3.688835828529644,3.520178880501964,3.5418012700496653,1480500
2016-03-17,3.848844289779663,3.8791163805439717,3.7407306815002266,3.7407306815002266,1543700
2016-03-18,3.7839772701263428,3.9526346912091737,3.7364074186305256,3.8877662619831037,2321600
2016-03-21,3.848844289779663,3.896414541371854,3.7666781289523934,3.7753270031559913,1107700
2016-03-22,3.771003246307373,3.8488447736077536,3.745055795593421,3.8055995723121505,1979700
2016-03-23,3.6412665843963623,3.7493801993429985,3.6412665843963623,3.727757393869529,2292500
2016-03-24,3.5374772548675537,3.61964341244276,3.4639599711536313,3.550450771869814,1582000
2016-03-28,3.6845130920410156,3.7191094242499707,3.550451995415706,3.550451995415706,1080000
2016-03-29,3.585047960281372,3.615319644757205,3.476934330101088,3.615319644757205,1286300
2016-03-30,3.7147841453552246,3.779652154066228,3.6585650120093423,3.697485982204241,1453100
2016-03-31,3.723433017730713,3.7839767949209144,3.684512459987806,3.6974859792354415,1098800
2016-04-01,3.6888368129730225,3.7018107450687823,3.563425022992626,3.6239688021772416,1183900
2016-04-04,3.5980207920074463,3.7234325625244162,3.585047274345881,3.6801873661789695,1248300
2016-04-05,3.520179510116577,3.585047515203175,3.498556704280805,3.5504511908342273,1246200
2016-04-06,3.5504510402679443,3.585047363169744,3.511530073898245,3.563424558250944,3511400
2016-04-07,3.4120659828186035,3.533153334813033,3.3990924631612147,3.520179815155644,1301000
2016-04-08,3.5634241104125977,3.615318588243385,3.528827791858739,3.5374770777075284,1497800
2016-04-11,3.6758623123168945,3.6974851142852403,3.606669675954703,3.606669675954703,1688800
